case_title,subject,reason,type,location,neighborhood,location_street_name,location_zipcode,latitude,longitude
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Blue Hill Ave & Almont St  Mattapan  MA  ,Greater Mattapan,INTERSECTION Blue Hill Ave & Almont St,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INTERSECTION of Cleveland St & Moreland St  Roxbury  MA  ,Roxbury,INTERSECTION Cleveland St & Moreland St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Boylston St & Tremont St  Boston  MA  ,Downtown / Financial District,INTERSECTION Boylston St & Tremont St,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,829 South St  Roslindale  MA  02131,Roslindale,829 South St,2131.0,42.2884,-71.1315
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,79 Broadway St  Boston  MA  02116,Back Bay,79 Broadway St,2116.0,42.35,-71.0675
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,17 Court St  Boston  MA  02108,Boston,17 Court St,2108.0,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Avery St & Washington St  Boston  MA  ,Downtown / Financial District,INTERSECTION Avery St & Washington St,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,57 Stuart St  Boston  MA  02116,Downtown / Financial District,57 Stuart St,2116.0,42.3512,-71.0643
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,151 Charles St  Boston  MA  02114,Beacon Hill,151 Charles St,2114.0,42.3605,-71.0706
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,893 South St  Roslindale  MA  02131,Roslindale,893 South St,2131.0,42.2887,-71.1352
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,31 Orleans St  East Boston  MA  02128,East Boston,31 Orleans St,2128.0,42.3676,-71.0382
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,34 Bennington St  East Boston  MA  02128,East Boston,34 Bennington St,2128.0,42.3594,-71.0587
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,14 Westland Ave  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,14 Westland Ave,2115.0,42.3432,-71.0867
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Columbia Rd & Quincy St  Dorchester  MA  ,Dorchester,INTERSECTION Columbia Rd & Quincy St,,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,INTERSECTION of Creston Park & Creston St  Dorchester  MA  ,Roxbury,INTERSECTION Creston Park & Creston St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,10 Bowdoin St  Boston  MA  02114,Downtown / Financial District,10 Bowdoin St,2114.0,42.3604,-71.0622
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,8 Allstate Rd  Dorchester  MA  02125,Dorchester,8 Allstate Rd,2125.0,42.3263,-71.0619
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,104 Northampton St  Roxbury  MA  02118,Roxbury,104 Northampton St,2118.0,42.3351,-71.0774
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Crispus Attucks Pl & Cedar St  Roxbury  MA  ,Roxbury,INTERSECTION Crispus Attucks Pl & Cedar St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Centre St & Richwood St  West Roxbury  MA  ,West Roxbury,INTERSECTION Centre St & Richwood St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,38 School St  Charlestown  MA  02129,Charlestown,38 School St,2129.0,42.3778,-71.0647
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,2 Otisfield St  Dorchester  MA  02121,Roxbury,2 Otisfield St,2121.0,42.3131,-71.0808
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,7 Hudson St  Boston  MA  02111,Boston,7 Hudson St,2111.0,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,168 Neponset Ave  Dorchester  MA  02122,Dorchester,168 Neponset Ave,2122.0,42.293,-71.0506
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,2809 Washington St  Roxbury  MA  02119,Roxbury,2809 Washington St,2119.0,42.3217,-71.0923
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,225A Bowdoin St  Dorchester  MA  02122,Dorchester,225A Bowdoin St,2122.0,42.3057,-71.0674
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,5 Coniston Rd  Roslindale  MA  02131,Roslindale,5 Coniston Rd,2131.0,42.2917,-71.1319
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,234 Causeway St  Boston  MA  02114,Downtown / Financial District,234 Causeway St,2114.0,42.3668,-71.0592
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Valentine St & Martin Luther King Jr Blvd  Roxbury  MA  ,Roxbury,INTERSECTION Valentine St & Martin Luther King Jr Blvd,,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,250 Stuart St  Boston  MA  02116,Back Bay,250 Stuart St,2116.0,42.35,-71.0695
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Concord Sq & Public Alley No. 503  Roxbury  MA  ,South End,INTERSECTION Concord Sq & Public Alley No. 503,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,1 Canal St  Boston  MA  02114,Boston,1 Canal St,2114.0,42.3594,-71.0587
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Garden St & Phillips St  Boston  MA  ,Beacon Hill,INTERSECTION Garden St & Phillips St,,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,236 Beech St  Roslindale  MA  02131,Roslindale,236 Beech St,2131.0,42.2812,-71.1411
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,12 Fairview St  Roslindale  MA  02131,Roslindale,12 Fairview St,2131.0,42.2888,-71.131
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,71 Mount Hope St  Roslindale  MA  02131,Roslindale,71 Mount Hope St,2131.0,42.2832,-71.1165
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Falcon St & Putnam St  East Boston  MA  ,East Boston,INTERSECTION Falcon St & Putnam St,,42.3594,-71.0587
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Everett St & N Beacon St  Allston  MA  ,Allston / Brighton,INTERSECTION Everett St & N Beacon St,,42.3594,-71.0587
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,INTERSECTION of Columbus Ave & Dartmouth St  Boston  MA  ,South End,INTERSECTION Columbus Ave & Dartmouth St,,42.3594,-71.0587
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,64 Prince St  Boston  MA  02113,Downtown / Financial District,64 Prince St,2113.0,42.365,-71.0552
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Monument Ave & Monument Sq  Charlestown  MA  ,Charlestown,INTERSECTION Monument Ave & Monument Sq,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,826 Blue Hill Ave  Dorchester  MA  02124,Dorchester,826 Blue Hill Ave,2124.0,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,168 Neponset Ave  Dorchester  MA  02122,Dorchester,168 Neponset Ave,2122.0,42.293,-71.0506
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,114 Glendower Rd  Roslindale  MA  02131,Roslindale,114 Glendower Rd,2131.0,42.2767,-71.1334
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,125 Guest St  Brighton  MA  02135,Brighton,125 Guest St,2135.0,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,95 Guest St  Brighton  MA  02135,Brighton,95 Guest St,2135.0,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,40 East Pier Dr  East Boston  MA  02128,East Boston,40 East Pier Dr,2128.0,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Massachusetts Ave & Marlborough St  Boston  MA  ,Back Bay,INTERSECTION Massachusetts Ave & Marlborough St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Bowker St & New Chardon St  Boston  MA  ,Downtown / Financial District,INTERSECTION Bowker St & New Chardon St,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Jersey St & Yawkey Way  Boston  MA  ,Fenway / Kenmore / Audubon Circle / Longwood,INTERSECTION Jersey St & Yawkey Way,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,771 Beacon St  Boston  MA  02215,Boston,771 Beacon St,2215.0,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Poplar St & South St  Roslindale  MA  ,Roslindale,INTERSECTION Poplar St & South St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,14 Pratt St  Allston  MA  02134,Allston,14 Pratt St,2134.0,42.3551,-71.1296
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,660 Washington St  Boston  MA  02111,Boston,660 Washington St,2111.0,42.3519,-71.0624
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,660 Washington St  Boston  MA  02111,Boston,660 Washington St,2111.0,42.3519,-71.0624
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,175 Florence St  Roslindale  MA  02131,Roslindale,175 Florence St,2131.0,42.2874,-71.122
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,30 Ipswich St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,30 Ipswich St,2215.0,42.3474,-71.0905
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,181 Allston St  Allston  MA  02134,Allston / Brighton,181 Allston St,2134.0,42.3473,-71.1386
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Brook Ave & Dudley St  Dorchester  MA  ,Roxbury,INTERSECTION Brook Ave & Dudley St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Hartwell St & Georgia St  Dorchester  MA  ,Roxbury,INTERSECTION Hartwell St & Georgia St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,36 Hancock St  Boston  MA  02114,Beacon Hill,36 Hancock St,2114.0,42.3599,-71.0642
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,112 Sawyer Ave  Dorchester  MA  02125,Dorchester,112 Sawyer Ave,2125.0,42.3136,-71.0636
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,128 Commonwealth Ave  Boston  MA  02116,Boston,128 Commonwealth Ave,2116.0,42.3518,-71.0772
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Lonsdale St & Dorchester Ave  Dorchester  MA  ,Dorchester,INTERSECTION Lonsdale St & Dorchester Ave,,42.3594,-71.0587
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Julian St & Blue Hill Ave  Roxbury  MA  ,Roxbury,INTERSECTION Julian St & Blue Hill Ave,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,215 Bolton St  South Boston  MA  02127,South Boston / South Boston Waterfront,215 Bolton St,2127.0,42.3385,-71.0476
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,25 Caspian Way  Dorchester  MA  02125,Dorchester,25 Caspian Way,2125.0,42.3108,-71.0488
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,140 Newbury St  Boston  MA  02116,Back Bay,140 Newbury St,2116.0,42.3508,-71.077
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,136 Saint Botolph St  Boston  MA  02115,Back Bay,136 Saint Botolph St,2115.0,42.3435,-71.0821
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INTERSECTION of Corona St & Bowdoin St  Dorchester  MA  ,Dorchester,INTERSECTION Corona St & Bowdoin St,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,266 Spring St  West Roxbury  MA  02132,West Roxbury,266 Spring St,2132.0,42.2732,-71.1703
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,168 Neponset Ave  Dorchester  MA  02122,Dorchester,168 Neponset Ave,2122.0,42.293,-71.0506
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,79 Alicia Rd  Dorchester  MA  02124,Dorchester,79 Alicia Rd,2124.0,42.2818,-71.0687
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,18 Sackville St  Charlestown  MA  02129,Charlestown,18 Sackville St,2129.0,42.381,-71.065
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,34-36 Salina Rd  Dorchester  MA  02122,Dorchester,34-36 Salina Rd,2122.0,42.2923,-71.0494
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1280 Massachusetts Ave  Dorchester  MA  02125,Dorchester,1280 Massachusetts Ave,2125.0,42.3212,-71.0618
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Follen St & Saint Botolph St  Boston  MA  ,Back Bay,INTERSECTION Follen St & Saint Botolph St,,42.3594,-71.0587
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of A St & Congress St  Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION A St & Congress St,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,430 Columbus Ave  Boston  MA  02116,South End,430 Columbus Ave,2116.0,42.344,-71.0772
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,71 Mount Hope St  Roslindale  MA  02131,Roslindale,71 Mount Hope St,2131.0,42.2832,-71.1165
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,200 Beech St  Roslindale  MA  02131,Roslindale,200 Beech St,2131.0,42.2819,-71.1423
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,241 Beacon St  Boston  MA  02116,Back Bay,241 Beacon St,2116.0,42.3536,-71.0783
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,44 Beaumont St  Dorchester  MA  02124,Dorchester,44 Beaumont St,2124.0,42.2852,-71.0591
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,12 Batchelder St  Dorchester  MA  02125,Roxbury,12 Batchelder St,2125.0,42.3212,-71.0694
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of Mahler Rd & Washington St  Roslindale  MA  ,Roslindale,INTERSECTION Mahler Rd & Washington St,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,20 Norwood St  Dorchester  MA  02122,Dorchester,20 Norwood St,2122.0,42.2911,-71.0458
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Traveler St & Harrison Ave  Roxbury  MA  ,South End,INTERSECTION Traveler St & Harrison Ave,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,102 Orleans St  East Boston  MA  02128,East Boston,102 Orleans St,2128.0,42.3695,-71.037
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,560 Centre St  Jamaica Plain  MA  02130,Jamaica Plain,560 Centre St,2130.0,42.3163,-71.1135
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,9 Winton St  Roslindale  MA  02131,Roslindale,9 Winton St,2131.0,42.2755,-71.1334
